step,experiment,type,N,empathy_alpha,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
19,rs_N4,resource,4,0.5,1,2,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.9092,0.9092,0.9092,0.9092,0,-2.0,0,,,5,0
20,rs_N4,resource,4,0.5,0,0,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.9046,0.9046,0.9046,0.9046,0,-2.0,1,,,4,0
21,rs_N4,resource,4,0.5,2,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.9001,0.9001,0.9001,0.9001,0,-2.0,1,,,4,0
22,rs_N4,resource,4,0.5,1,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8956,0.8956,0.8956,0.8956,0,-2.0,0,,,6,0
23,rs_N4,resource,4,0.5,1,2,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8911,0.8911,0.8911,0.8911,0,-2.0,0,,,5,0
24,rs_N4,resource,4,0.5,2,2,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8867,0.8867,0.8867,0.8867,0,-2.0,0,,,8,0
25,rs_N4,resource,4,0.5,1,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8822,0.8822,0.8822,0.8822,0,-2.0,0,,,5,0
26,rs_N4,resource,4,0.5,2,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8778,0.8778,0.8778,0.8778,0,-2.0,0,,,5,0
27,rs_N4,resource,4,0.5,2,0,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8734,0.8734,0.8734,0.8734,0,-2.0,0,,,6,0
28,rs_N4,resource,4,0.5,1,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8691,0.8691,0.8691,0.8691,0,-2.0,1,,,3,0
29,rs_N4,resource,4,0.5,0,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8647,0.8647,0.8647,0.8647,0,-2.0,1,,,3,0
30,rs_N4,resource,4,0.5,0,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8604,0.8604,0.8604,0.8604,0,-2.0,1,,,3,0
31,rs_N4,resource,4,0.5,2,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8561,0.8561,0.8561,0.8561,0,-2.0,1,,,4,0
32,rs_N4,resource,4,0.5,0,0,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8518,0.8518,0.8518,0.8518,0,-2.0,1,,,3,0
33,rs_N4,resource,4,0.5,0,1,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8475,0.8475,0.8475,0.8475,0,-2.0,1,,,3,0
34,rs_N4,resource,4,0.5,2,2,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8433,0.8433,0.8433,0.8433,0,-2.0,0,,,6,0
35,rs_N4,resource,4,0.5,1,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8391,0.8391,0.8391,0.8391,0,-2.0,1,,,4,0
36,rs_N4,resource,4,0.5,0,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8349,0.8349,0.8349,0.8349,0,-2.0,0,,,5,0
37,rs_N4,resource,4,0.5,0,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8307,0.8307,0.8307,0.8307,0,-2.0,1,,,3,0
38,rs_N4,resource,4,0.5,1,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8266,0.8266,0.8266,0.8266,0,-2.0,0,,,5,0
39,rs_N4,resource,4,0.5,2,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8224,0.8224,0.8224,0.8224,0,-2.0,0,,,5,0
40,rs_N4,resource,4,0.5,0,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8183,0.8183,0.8183,0.8183,0,-2.0,1,,,3,0
41,rs_N4,resource,4,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8142,0.8142,0.8142,0.8142,2,0.0,1,,,0,2
42,rs_N4,resource,4,0.5,0,1,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8102,0.8102,0.8102,0.8102,1,-2.0,1,,,3,1
43,rs_N4,resource,4,0.5,1,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8061,0.8061,0.8061,0.8061,0,-2.0,1,,,4,0
44,rs_N4,resource,4,0.5,0,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8021,0.8021,0.8021,0.8021,1,-2.0,1,,,1,1
45,rs_N4,resource,4,0.5,0,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7981,0.7981,0.7981,0.7981,1,-2.0,1,,,2,1
46,rs_N4,resource,4,0.5,1,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7941,0.7941,0.7941,0.7941,0,-2.0,1,,,3,0
47,rs_N4,resource,4,0.5,2,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7901,0.7901,0.7901,0.7901,0,-2.0,1,,,2,0
48,rs_N4,resource,4,0.5,1,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7862,0.7862,0.7862,0.7862,0,-2.0,1,,,3,0
49,rs_N4,resource,4,0.5,2,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7822,0.7822,0.7822,0.7822,0,-2.0,0,,,5,0
50,rs_N4,resource,4,0.5,1,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7783,0.7783,0.7783,0.7783,0,-2.0,1,,,4,0
51,rs_N4,resource,4,0.5,1,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7744,0.7744,0.7744,0.7744,0,-2.0,1,,,2,0
52,rs_N4,resource,4,0.5,0,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7705,0.7705,0.7705,0.7705,1,-2.0,1,,,1,1
53,rs_N4,resource,4,0.5,0,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7667,0.7667,0.7667,0.7667,1,-2.0,1,,,2,1
54,rs_N4,resource,4,0.5,0,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7629,0.7629,0.7629,0.7629,0,-2.0,0,,,5,0
55,rs_N4,resource,4,0.5,0,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.759,0.759,0.759,0.759,0,-2.0,0,,,5,0
56,rs_N4,resource,4,0.5,0,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7553,0.7553,0.7553,0.7553,0,-2.0,1,,,4,0
57,rs_N4,resource,4,0.5,0,1,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7515,0.7515,0.7515,0.7515,0,-2.0,1,,,3,0
58,rs_N4,resource,4,0.5,1,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7477,0.7477,0.7477,0.7477,0,-2.0,1,,,3,0
59,rs_N4,resource,4,0.5,1,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.744,0.744,0.744,0.744,1,-2.0,1,,,1,1
60,rs_N4,resource,4,0.5,2,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7403,0.7403,0.7403,0.7403,0,-2.0,1,,,3,0
61,rs_N4,resource,4,0.5,2,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7366,0.7366,0.7366,0.7366,0,-2.0,1,,,4,0
62,rs_N4,resource,4,0.5,0,1,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7329,0.7329,0.7329,0.7329,0,-2.0,1,,,4,0
63,rs_N4,resource,4,0.5,2,0,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7292,0.7292,0.7292,0.7292,0,-2.0,0,,,5,0
64,rs_N4,resource,4,0.5,1,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7256,0.7256,0.7256,0.7256,0,-2.0,1,,,3,0
65,rs_N4,resource,4,0.5,1,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7219,0.7219,0.7219,0.7219,0,-2.0,1,,,3,0
66,rs_N4,resource,4,0.5,0,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7183,0.7183,0.7183,0.7183,0,-2.0,1,,,3,0
67,rs_N4,resource,4,0.5,2,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7147,0.7147,0.7147,0.7147,0,-2.0,0,,,5,0
68,rs_N4,resource,4,0.5,1,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7112,0.7112,0.7112,0.7112,0,-2.0,0,,,6,0
69,rs_N4,resource,4,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7076,0.7076,0.7076,0.7076,2,0.0,1,,,0,2
70,rs_N4,resource,4,0.5,2,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7041,0.7041,0.7041,0.7041,0,-2.0,0,,,7,0
71,rs_N4,resource,4,0.5,0,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7005,0.7005,0.7005,0.7005,1,-2.0,1,,,1,1
72,rs_N4,resource,4,0.5,0,2,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.697,0.697,0.697,0.697,0,-2.0,0,,,5,0
73,rs_N4,resource,4,0.5,2,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6936,0.6936,0.6936,0.6936,0,-2.0,1,,,3,0
74,rs_N4,resource,4,0.5,0,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6901,0.6901,0.6901,0.6901,0,-2.0,1,,,2,0
75,rs_N4,resource,4,0.5,0,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6866,0.6866,0.6866,0.6866,1,-2.0,1,,,1,1
76,rs_N4,resource,4,0.5,2,1,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6832,0.6832,0.6832,0.6832,0,-2.0,1,,,4,0
77,rs_N4,resource,4,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798,0.6798,0.6798,0.6798,2,0.0,1,,,0,2
78,rs_N4,resource,4,0.5,1,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6764,0.6764,0.6764,0.6764,0,-2.0,0,,,6,0
79,rs_N4,resource,4,0.5,1,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.673,0.673,0.673,0.673,0,-2.0,1,,,3,0
80,rs_N4,resource,4,0.5,0,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6696,0.6696,0.6696,0.6696,0,-2.0,1,,,2,0
81,rs_N4,resource,4,0.5,1,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6663,0.6663,0.6663,0.6663,0,-2.0,1,,,2,0
82,rs_N4,resource,4,0.5,0,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.663,0.663,0.663,0.663,1,-2.0,1,,,1,1
83,rs_N4,resource,4,0.5,2,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6597,0.6597,0.6597,0.6597,0,-2.0,1,,,4,0
84,rs_N4,resource,4,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6564,0.6564,0.6564,0.6564,2,0.0,1,,,0,2
85,rs_N4,resource,4,0.5,0,0,0,2,0.0,0.0,0.0,2.0,0.3333,0.3333,0.3333,1.0,0.6531,0.6531,0.6531,0.6531,2,2.0,1,,,2,2
86,rs_N4,resource,4,0.5,0,1,0,1,0.0,1.0,0.0,1.0,0.3333,0.6667,0.3333,0.6667,0.6498,0.6498,0.6498,0.6498,2,2.0,1,,,2,2
87,rs_N4,resource,4,0.5,0,0,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6466,0.6466,0.6466,0.6466,1,-2.0,1,,,3,1
88,rs_N4,resource,4,0.5,2,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6433,0.6433,0.6433,0.6433,0,-2.0,1,,,3,0
89,rs_N4,resource,4,0.5,0,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6401,0.6401,0.6401,0.6401,0,-2.0,1,,,3,0
90,rs_N4,resource,4,0.5,1,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6369,0.6369,0.6369,0.6369,0,-2.0,1,,,3,0
91,rs_N4,resource,4,0.5,2,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6337,0.6337,0.6337,0.6337,0,-2.0,1,,,2,0
92,rs_N4,resource,4,0.5,0,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6306,0.6306,0.6306,0.6306,0,-2.0,1,,,2,0
93,rs_N4,resource,4,0.5,2,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6274,0.6274,0.6274,0.6274,0,-2.0,1,,,4,0
94,rs_N4,resource,4,0.5,0,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6243,0.6243,0.6243,0.6243,0,-2.0,1,,,3,0
95,rs_N4,resource,4,0.5,0,2,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6211,0.6211,0.6211,0.6211,0,-2.0,1,,,4,0
96,rs_N4,resource,4,0.5,0,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.618,0.618,0.618,0.618,0,-2.0,1,,,2,0
97,rs_N4,resource,4,0.5,1,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6149,0.6149,0.6149,0.6149,0,-2.0,1,,,4,0
98,rs_N4,resource,4,0.5,0,0,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6119,0.6119,0.6119,0.6119,0,-2.0,1,,,3,0
99,rs_N4,resource,4,0.5,2,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6088,0.6088,0.6088,0.6088,0,-2.0,1,,,4,0
100,rs_N4,resource,4,0.5,0,1,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6058,0.6058,0.6058,0.6058,0,-2.0,1,0.73,-1.58,2,0
101,rs_N4,resource,4,0.5,1,0,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6027,0.6027,0.6027,0.6027,0,-2.0,1,0.74,-1.65,4,0
102,rs_N4,resource,4,0.5,0,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5997,0.5997,0.5997,0.5997,0,-2.0,1,0.74,-1.69,2,0
103,rs_N4,resource,4,0.5,2,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5967,0.5967,0.5967,0.5967,0,-2.0,1,0.74,-1.75,4,0
104,rs_N4,resource,4,0.5,1,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5937,0.5937,0.5937,0.5937,0,-2.0,0,0.73,-1.8,6,0
105,rs_N4,resource,4,0.5,2,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5908,0.5908,0.5908,0.5908,0,-2.0,0,0.72,-1.84,5,0
106,rs_N4,resource,4,0.5,2,1,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5878,0.5878,0.5878,0.5878,0,-2.0,1,0.73,-1.84,4,0
107,rs_N4,resource,4,0.5,0,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5849,0.5849,0.5849,0.5849,0,-2.0,0,0.73,-1.84,5,0
108,rs_N4,resource,4,0.5,2,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.582,0.582,0.582,0.582,0,-2.0,1,0.74,-1.84,4,0
109,rs_N4,resource,4,0.5,0,1,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.579,0.579,0.579,0.579,0,-2.0,1,0.75,-1.84,4,0
110,rs_N4,resource,4,0.5,0,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5762,0.5762,0.5762,0.5762,1,-2.0,1,0.76,-1.84,1,1
111,rs_N4,resource,4,0.5,0,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5733,0.5733,0.5733,0.5733,0,-2.0,0,0.75,-1.84,5,0
112,rs_N4,resource,4,0.5,1,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5704,0.5704,0.5704,0.5704,0,-2.0,1,0.75,-1.84,3,0
113,rs_N4,resource,4,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676,0.5676,0.5676,0.5676,2,0.0,1,0.75,-1.82,0,2
114,rs_N4,resource,4,0.5,2,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5647,0.5647,0.5647,0.5647,1,-2.0,1,0.75,-1.82,3,1
115,rs_N4,resource,4,0.5,2,1,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5619,0.5619,0.5619,0.5619,0,-2.0,0,0.75,-1.82,6,0
116,rs_N4,resource,4,0.5,0,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5591,0.5591,0.5591,0.5591,1,-2.0,1,0.75,-1.82,1,1
117,rs_N4,resource,4,0.5,1,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5563,0.5563,0.5563,0.5563,0,-2.0,0,0.74,-1.82,6,0
118,rs_N4,resource,4,0.5,1,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5535,0.5535,0.5535,0.5535,0,-2.0,1,0.74,-1.82,3,0
119,rs_N4,resource,4,0.5,1,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5507,0.5507,0.5507,0.5507,1,-2.0,1,0.75,-1.82,1,1
120,rs_N4,resource,4,0.5,1,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.548,0.548,0.548,0.548,0,-2.0,1,0.75,-1.82,3,0
121,rs_N4,resource,4,0.5,1,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5452,0.5452,0.5452,0.5452,1,-2.0,1,0.75,-1.82,1,1
122,rs_N4,resource,4,0.5,1,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5425,0.5425,0.5425,0.5425,0,-2.0,1,0.76,-1.82,3,0
123,rs_N4,resource,4,0.5,2,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5398,0.5398,0.5398,0.5398,0,-2.0,1,0.77,-1.82,3,0
124,rs_N4,resource,4,0.5,0,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5371,0.5371,0.5371,0.5371,0,-2.0,1,0.78,-1.82,3,0
125,rs_N4,resource,4,0.5,1,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5344,0.5344,0.5344,0.5344,0,-2.0,1,0.79,-1.82,3,0
126,rs_N4,resource,4,0.5,0,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5318,0.5318,0.5318,0.5318,0,-2.0,1,0.8,-1.82,2,0
127,rs_N4,resource,4,0.5,0,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5291,0.5291,0.5291,0.5291,0,-2.0,1,0.81,-1.82,2,0
128,rs_N4,resource,4,0.5,0,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5264,0.5264,0.5264,0.5264,0,-2.0,1,0.81,-1.82,3,0
129,rs_N4,resource,4,0.5,1,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5238,0.5238,0.5238,0.5238,0,-2.0,0,0.8,-1.82,5,0
130,rs_N4,resource,4,0.5,2,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5212,0.5212,0.5212,0.5212,0,-2.0,0,0.79,-1.82,5,0
131,rs_N4,resource,4,0.5,2,0,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5186,0.5186,0.5186,0.5186,0,-2.0,0,0.78,-1.82,6,0
132,rs_N4,resource,4,0.5,0,2,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.516,0.516,0.516,0.516,0,-2.0,1,0.78,-1.82,4,0
133,rs_N4,resource,4,0.5,0,1,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5134,0.5134,0.5134,0.5134,0,-2.0,1,0.78,-1.82,2,0
134,rs_N4,resource,4,0.5,1,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5108,0.5108,0.5108,0.5108,0,-2.0,1,0.79,-1.82,3,0
135,rs_N4,resource,4,0.5,2,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5083,0.5083,0.5083,0.5083,0,-2.0,0,0.78,-1.82,5,0
