episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
19,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.9092,0.9092,0.9092,0.9092,7.0,0,,
20,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.9046,0.9046,0.9046,0.9046,7.0,0,,
21,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.9001,0.9001,0.9001,0.9001,7.0,0,,
22,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.8956,0.8956,0.8956,0.8956,11.0,0,,
23,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.8911,0.8911,0.8911,0.8911,7.0,0,,
24,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.8867,0.8867,0.8867,0.8867,8.0,0,,
25,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.8822,0.8822,0.8822,0.8822,8.0,0,,
26,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.8778,0.8778,0.8778,0.8778,7.0,0,,
27,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.8734,0.8734,0.8734,0.8734,8.0,0,,
28,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.8691,0.8691,0.8691,0.8691,11.0,0,,
29,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.8647,0.8647,0.8647,0.8647,7.0,0,,
30,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.8604,0.8604,0.8604,0.8604,11.0,0,,
31,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.8561,0.8561,0.8561,0.8561,8.0,0,,
32,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.8518,0.8518,0.8518,0.8518,11.0,0,,
33,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.8475,0.8475,0.8475,0.8475,7.0,0,,
34,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.8433,0.8433,0.8433,0.8433,11.0,0,,
35,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.8391,0.8391,0.8391,0.8391,11.0,0,,
36,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.8349,0.8349,0.8349,0.8349,11.0,0,,
37,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.8307,0.8307,0.8307,0.8307,8.0,0,,
38,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.8266,0.8266,0.8266,0.8266,11.0,0,,
39,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.8224,0.8224,0.8224,0.8224,11.0,0,,
40,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.8183,0.8183,0.8183,0.8183,7.0,0,,
41,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.8142,0.8142,0.8142,0.8142,8.0,0,,
42,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.8102,0.8102,0.8102,0.8102,11.0,0,,
43,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.8061,0.8061,0.8061,0.8061,11.0,0,,
44,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.8021,0.8021,0.8021,0.8021,8.0,0,,
45,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.7981,0.7981,0.7981,0.7981,8.0,0,,
46,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.7941,0.7941,0.7941,0.7941,11.0,0,,
47,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.7901,0.7901,0.7901,0.7901,7.0,0,,
48,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.7862,0.7862,0.7862,0.7862,7.0,0,,
49,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.7822,0.7822,0.7822,0.7822,8.0,0,,
50,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.7783,0.7783,0.7783,0.7783,8.0,0,,
51,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.7744,0.7744,0.7744,0.7744,8.0,0,,
52,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.7705,0.7705,0.7705,0.7705,8.0,0,,
53,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.7667,0.7667,0.7667,0.7667,11.0,0,,
54,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.7629,0.7629,0.7629,0.7629,8.0,0,,
55,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.759,0.759,0.759,0.759,8.0,0,,
56,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.7553,0.7553,0.7553,0.7553,8.0,0,,
57,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.7515,0.7515,0.7515,0.7515,11.0,0,,
58,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.7477,0.7477,0.7477,0.7477,7.0,0,,
59,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.744,0.744,0.744,0.744,8.0,0,,
60,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.7403,0.7403,0.7403,0.7403,7.0,0,,
61,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.7366,0.7366,0.7366,0.7366,8.0,0,,
62,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.7329,0.7329,0.7329,0.7329,8.0,0,,
63,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.7292,0.7292,0.7292,0.7292,8.0,0,,
64,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7256,0.7256,0.7256,0.7256,16.0,1,,
65,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.7219,0.7219,0.7219,0.7219,11.0,0,,
66,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.7183,0.7183,0.7183,0.7183,7.0,0,,
67,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.7147,0.7147,0.7147,0.7147,11.0,0,,
68,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.7112,0.7112,0.7112,0.7112,11.0,0,,
69,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.7076,0.7076,0.7076,0.7076,8.0,0,,
70,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.7041,0.7041,0.7041,0.7041,11.0,0,,
71,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.7005,0.7005,0.7005,0.7005,7.0,0,,
72,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.697,0.697,0.697,0.697,7.0,0,,
73,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.6936,0.6936,0.6936,0.6936,8.0,0,,
74,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.6901,0.6901,0.6901,0.6901,11.0,0,,
75,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.6866,0.6866,0.6866,0.6866,11.0,0,,
76,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6832,0.6832,0.6832,0.6832,8.0,0,,
77,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.6798,0.6798,0.6798,0.6798,8.0,0,,
78,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6764,0.6764,0.6764,0.6764,16.0,1,,
79,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.673,0.673,0.673,0.673,8.0,0,,
80,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.6696,0.6696,0.6696,0.6696,7.0,0,,
81,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.6663,0.6663,0.6663,0.6663,8.0,0,,
82,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.663,0.663,0.663,0.663,11.0,0,,
83,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.6597,0.6597,0.6597,0.6597,11.0,0,,
84,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.6564,0.6564,0.6564,0.6564,7.0,0,,
85,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.6531,0.6531,0.6531,0.6531,8.0,0,,
86,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.6498,0.6498,0.6498,0.6498,8.0,0,,
87,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6466,0.6466,0.6466,0.6466,8.0,0,,
88,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.6433,0.6433,0.6433,0.6433,8.0,0,,
89,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.6401,0.6401,0.6401,0.6401,11.0,0,,
90,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6369,0.6369,0.6369,0.6369,16.0,1,,
91,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.6337,0.6337,0.6337,0.6337,8.0,0,,
92,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.6306,0.6306,0.6306,0.6306,11.0,0,,
93,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.6274,0.6274,0.6274,0.6274,7.0,0,,
94,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.6243,0.6243,0.6243,0.6243,8.0,0,,
95,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6211,0.6211,0.6211,0.6211,16.0,1,,
96,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.618,0.618,0.618,0.618,11.0,0,,
97,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.6149,0.6149,0.6149,0.6149,11.0,0,,
98,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.6119,0.6119,0.6119,0.6119,7.0,0,,
99,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.6088,0.6088,0.6088,0.6088,8.0,0,,
100,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.6058,0.6058,0.6058,0.6058,11.0,0,0.05,9.11
101,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6027,0.6027,0.6027,0.6027,16.0,1,0.06,9.16
102,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5997,0.5997,0.5997,0.5997,7.0,0,0.06,9.15
103,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.5967,0.5967,0.5967,0.5967,8.0,0,0.05,9.07
104,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.5937,0.5937,0.5937,0.5937,8.0,0,0.05,9.04
105,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.5908,0.5908,0.5908,0.5908,8.0,0,0.05,9.04
106,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.5878,0.5878,0.5878,0.5878,16.0,1,0.06,9.12
107,0.5,H,H,H,S,2.3333,2.3333,2.3333,0.0,1.9444,1.9444,1.9444,1.1667,0.5849,0.5849,0.5849,0.5849,7.0,0,0.06,9.08
108,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.582,0.582,0.582,0.582,8.0,0,0.06,9.08
109,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.579,0.579,0.579,0.579,8.0,0,0.06,9.08
110,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.5762,0.5762,0.5762,0.5762,8.0,0,0.06,9.08
111,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.5733,0.5733,0.5733,0.5733,11.0,0,0.06,9.11
112,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.5704,0.5704,0.5704,0.5704,7.0,0,0.06,9.11
113,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.5676,0.5676,0.5676,0.5676,8.0,0,0.06,9.12
114,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.5647,0.5647,0.5647,0.5647,8.0,0,0.06,9.12
115,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5619,0.5619,0.5619,0.5619,7.0,0,0.06,9.08
116,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.5591,0.5591,0.5591,0.5591,11.0,0,0.06,9.12
117,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.5563,0.5563,0.5563,0.5563,8.0,0,0.06,9.12
118,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.5535,0.5535,0.5535,0.5535,11.0,0,0.06,9.15
119,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.5507,0.5507,0.5507,0.5507,8.0,0,0.06,9.16
120,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.548,0.548,0.548,0.548,8.0,0,0.06,9.17
121,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.5452,0.5452,0.5452,0.5452,11.0,0,0.06,9.21
122,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.5425,0.5425,0.5425,0.5425,11.0,0,0.06,9.21
123,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.5398,0.5398,0.5398,0.5398,8.0,0,0.06,9.22
124,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.5371,0.5371,0.5371,0.5371,8.0,0,0.06,9.22
125,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.5344,0.5344,0.5344,0.5344,8.0,0,0.06,9.22
126,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.5318,0.5318,0.5318,0.5318,8.0,0,0.06,9.23
127,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.5291,0.5291,0.5291,0.5291,11.0,0,0.06,9.26
128,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.5264,0.5264,0.5264,0.5264,16.0,1,0.07,9.31
129,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.5238,0.5238,0.5238,0.5238,8.0,0,0.07,9.32
130,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.5212,0.5212,0.5212,0.5212,11.0,0,0.07,9.32
131,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,1.9444,1.9444,1.1667,1.9444,0.5186,0.5186,0.5186,0.5186,7.0,0,0.07,9.31
132,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.516,0.516,0.516,0.516,11.0,0,0.07,9.31
133,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.5134,0.5134,0.5134,0.5134,8.0,0,0.07,9.32
134,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.5108,0.5108,0.5108,0.5108,11.0,0,0.07,9.32
135,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.5083,0.5083,0.5083,0.5083,11.0,0,0.07,9.32
136,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.5058,0.5058,0.5058,0.5058,8.0,0,0.07,9.29
137,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.5032,0.5032,0.5032,0.5032,7.0,0,0.07,9.28
138,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.5007,0.5007,0.5007,0.5007,8.0,0,0.07,9.25
139,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.4982,0.4982,0.4982,0.4982,11.0,0,0.07,9.25
140,0.5,S,H,H,H,0.0,2.3333,2.3333,2.3333,1.1667,1.9444,1.9444,1.9444,0.4957,0.4957,0.4957,0.4957,7.0,0,0.07,9.25
141,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.4932,0.4932,0.4932,0.4932,11.0,0,0.07,9.28
142,0.5,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.7778,1.7778,2.2222,2.2222,0.4908,0.4908,0.4908,0.4908,8.0,0,0.07,9.25
143,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.4883,0.4883,0.4883,0.4883,11.0,0,0.07,9.25
144,0.5,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.7778,2.2222,2.2222,1.7778,0.4859,0.4859,0.4859,0.4859,8.0,0,0.07,9.25
145,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.4834,0.4834,0.4834,0.4834,11.0,0,0.07,9.28
146,0.5,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.481,0.481,0.481,0.481,16.0,1,0.08,9.33
147,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.4786,0.4786,0.4786,0.4786,11.0,0,0.08,9.37
148,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.4762,0.4762,0.4762,0.4762,8.0,0,0.08,9.38
149,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.4738,0.4738,0.4738,0.4738,8.0,0,0.08,9.38
150,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.4715,0.4715,0.4715,0.4715,8.0,0,0.08,9.38
151,0.5,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.2222,2.2222,1.7778,1.7778,0.4691,0.4691,0.4691,0.4691,8.0,0,0.08,9.38
152,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.4668,0.4668,0.4668,0.4668,11.0,0,0.08,9.41
153,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.4644,0.4644,0.4644,0.4644,11.0,0,0.08,9.41
154,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.7778,2.2222,1.7778,2.2222,0.4621,0.4621,0.4621,0.4621,8.0,0,0.08,9.41
155,0.5,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.7222,2.8333,2.7222,2.7222,0.4598,0.4598,0.4598,0.4598,11.0,0,0.08,9.44
156,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.4575,0.4575,0.4575,0.4575,7.0,0,0.08,9.43
157,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.4552,0.4552,0.4552,0.4552,8.0,0,0.08,9.4
158,0.5,H,S,S,S,3.0,2.6667,2.6667,2.6667,2.8333,2.7222,2.7222,2.7222,0.4529,0.4529,0.4529,0.4529,11.0,0,0.08,9.44
159,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.7222,2.7222,2.7222,2.8333,0.4507,0.4507,0.4507,0.4507,11.0,0,0.08,9.47
160,0.5,H,S,H,H,2.3333,0.0,2.3333,2.3333,1.9444,1.1667,1.9444,1.9444,0.4484,0.4484,0.4484,0.4484,7.0,0,0.08,9.47
161,0.5,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.2222,1.7778,1.7778,2.2222,0.4462,0.4462,0.4462,0.4462,8.0,0,0.08,9.47
162,0.5,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.444,0.444,0.444,0.444,8.0,0,0.08,9.47
163,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.7222,2.7222,2.8333,2.7222,0.4417,0.4417,0.4417,0.4417,11.0,0,0.08,9.5
164,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.4395,0.4395,0.4395,0.4395,8.0,0,0.07,9.42
165,0.5,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.2222,1.7778,2.2222,1.7778,0.4373,0.4373,0.4373,0.4373,8.0,0,0.07,9.39
