step,experiment,type,N,baseline,empathy_alpha,hetero_tag,learn_alpha_signal,alpha1,alpha2,alpha_mean,a1,a2,r1,r2,total_reward,coop_strict,coop_fraction,ineq_var,stock_level,collapse,ma_coop_strict,ma_coop_fraction,ma_total_reward,ma_ineq_var,ma_stock_level,ma_collapse,ma_alpha_mean
61,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
62,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
63,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
64,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
65,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
66,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
67,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
68,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
69,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,,
70,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
71,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
72,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
73,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
74,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
75,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
76,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
77,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
78,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
79,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
80,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
81,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
82,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
83,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
84,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,,
85,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
86,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
87,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
88,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
89,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
90,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,D,1.0,1.0,2.0,0,0.0,0.0,,,,,,,,,
91,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
92,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,,,,,,,
93,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
94,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
95,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
96,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
97,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,,,,,,,
98,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,,,,,,,
99,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.37,0.625,5.01,3.1875,,,0.25
100,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.38,0.63,5.02,3.125,,,0.25
101,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.38,0.63,5.02,3.125,,,0.25
102,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.38,0.63,5.02,3.125,,,0.25
103,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.39,0.64,5.06,3.125,,,0.25
104,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.39,0.64,5.06,3.125,,,0.25
105,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.39,0.64,5.06,3.125,,,0.25
106,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.4,0.645,5.07,3.0625,,,0.25
107,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.39,0.64,5.06,3.125,,,0.25
108,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.39,0.645,5.09,3.1875,,,0.25
109,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.39,0.645,5.09,3.1875,,,0.25
110,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.4,0.655,5.13,3.1875,,,0.25
111,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.4,0.655,5.13,3.1875,,,0.25
112,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.4,0.655,5.13,3.1875,,,0.25
113,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.4,0.655,5.13,3.1875,,,0.25
114,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.4,0.655,5.13,3.1875,,,0.25
115,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.4,0.655,5.13,3.1875,,,0.25
116,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.4,0.655,5.13,3.1875,,,0.25
117,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.66,5.14,3.125,,,0.25
118,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.66,5.14,3.125,,,0.25
119,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.41,0.66,5.14,3.125,,,0.25
120,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.42,0.665,5.15,3.0625,,,0.25
121,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.42,0.665,5.15,3.0625,,,0.25
122,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.42,0.665,5.15,3.0625,,,0.25
123,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.41,0.66,5.14,3.125,,,0.25
124,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.42,0.67,5.18,3.125,,,0.25
125,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.42,0.67,5.18,3.125,,,0.25
126,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.43,0.675,5.19,3.0625,,,0.25
127,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.43,0.675,5.19,3.0625,,,0.25
128,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.43,0.675,5.19,3.0625,,,0.25
129,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.43,0.675,5.19,3.0625,,,0.25
130,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.43,0.675,5.19,3.0625,,,0.25
131,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.43,0.67,5.16,3.0,,,0.25
132,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.43,0.675,5.19,3.0625,,,0.25
133,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.44,0.68,5.2,3.0,,,0.25
134,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.44,0.68,5.2,3.0,,,0.25
135,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.45,0.685,5.21,2.9375,,,0.25
136,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.46,0.69,5.22,2.875,,,0.25
137,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.45,0.685,5.21,2.9375,,,0.25
138,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.45,0.685,5.21,2.9375,,,0.25
139,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.46,0.69,5.22,2.875,,,0.25
140,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.46,0.69,5.22,2.875,,,0.25
141,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.47,0.7,5.26,2.875,,,0.25
142,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.46,0.695,5.25,2.9375,,,0.25
143,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.47,0.7,5.26,2.875,,,0.25
144,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.48,0.705,5.27,2.8125,,,0.25
145,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.47,0.695,5.23,2.8125,,,0.25
146,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.48,0.7,5.24,2.75,,,0.25
147,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.48,0.705,5.27,2.8125,,,0.25
148,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.49,0.71,5.28,2.75,,,0.25
149,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.49,0.71,5.28,2.75,,,0.25
150,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.5,0.715,5.29,2.6875,,,0.25
151,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.5,0.715,5.29,2.6875,,,0.25
152,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.51,0.725,5.33,2.6875,,,0.25
153,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.5,0.72,5.32,2.75,,,0.25
154,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.5,0.72,5.32,2.75,,,0.25
155,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.5,0.72,5.32,2.75,,,0.25
156,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.51,0.725,5.33,2.6875,,,0.25
157,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.51,0.725,5.33,2.6875,,,0.25
158,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.5,0.715,5.29,2.6875,,,0.25
159,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.51,0.725,5.33,2.6875,,,0.25
160,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.52,0.73,5.34,2.625,,,0.25
161,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,C,5.0,0.0,5.0,0,0.5,6.25,,,0.51,0.725,5.33,2.6875,,,0.25
162,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.51,0.725,5.33,2.6875,,,0.25
163,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.52,0.73,5.34,2.625,,,0.25
164,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.51,0.725,5.33,2.6875,,,0.25
165,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,D,0.0,5.0,5.0,0,0.5,6.25,,,0.5,0.72,5.32,2.75,,,0.25
166,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,C,C,3.0,3.0,6.0,1,1.0,0.0,,,0.51,0.725,5.33,2.6875,,,0.25
167,pd_N2,matrix,2,learn_alpha,1.0,,team,0.5,0.0,0.25,D,D,1.0,1.0,2.0,0,0.0,0.0,,,0.51,0.72,5.3,2.625,,,0.25
