episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_extraction,stock_level,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
25,0.8,2,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8822,0.8822,0.8822,0.8822,6,0,-2.0,0,,
26,0.8,1,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8778,0.8778,0.8778,0.8778,2,0,-2.0,1,,
27,0.8,0,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8734,0.8734,0.8734,0.8734,3,0,-2.0,1,,
28,0.8,0,2,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8691,0.8691,0.8691,0.8691,6,0,-2.0,0,,
29,0.8,1,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8647,0.8647,0.8647,0.8647,4,0,-2.0,1,,
30,0.8,2,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8604,0.8604,0.8604,0.8604,7,0,-2.0,0,,
31,0.8,0,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8561,0.8561,0.8561,0.8561,1,1,-2.0,1,,
32,0.8,1,0,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8518,0.8518,0.8518,0.8518,4,0,-2.0,1,,
33,0.8,1,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8475,0.8475,0.8475,0.8475,2,0,-2.0,1,,
34,0.8,1,2,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8433,0.8433,0.8433,0.8433,5,0,-2.0,0,,
35,0.8,1,2,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8391,0.8391,0.8391,0.8391,7,0,-2.0,0,,
36,0.8,2,2,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8349,0.8349,0.8349,0.8349,6,0,-2.0,0,,
37,0.8,2,1,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8307,0.8307,0.8307,0.8307,6,0,-2.0,0,,
38,0.8,2,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8266,0.8266,0.8266,0.8266,7,0,-2.0,0,,
39,0.8,0,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8224,0.8224,0.8224,0.8224,2,0,-2.0,1,,
40,0.8,1,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8183,0.8183,0.8183,0.8183,1,1,-2.0,1,,
41,0.8,2,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8142,0.8142,0.8142,0.8142,4,0,-2.0,1,,
42,0.8,2,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8102,0.8102,0.8102,0.8102,2,0,-2.0,1,,
43,0.8,1,2,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8061,0.8061,0.8061,0.8061,7,0,-2.0,0,,
44,0.8,0,2,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.8021,0.8021,0.8021,0.8021,4,0,-2.0,1,,
45,0.8,0,2,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7981,0.7981,0.7981,0.7981,5,0,-2.0,0,,
46,0.8,1,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7941,0.7941,0.7941,0.7941,3,0,-2.0,1,,
47,0.8,2,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7901,0.7901,0.7901,0.7901,5,0,-2.0,0,,
48,0.8,0,2,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7862,0.7862,0.7862,0.7862,4,0,-2.0,1,,
49,0.8,2,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7822,0.7822,0.7822,0.7822,3,0,-2.0,1,,
50,0.8,1,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7783,0.7783,0.7783,0.7783,2,0,-2.0,1,,
51,0.8,2,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7744,0.7744,0.7744,0.7744,4,0,-2.0,1,,
52,0.8,2,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7705,0.7705,0.7705,0.7705,4,0,-2.0,1,,
53,0.8,1,1,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7667,0.7667,0.7667,0.7667,4,0,-2.0,1,,
54,0.8,2,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7629,0.7629,0.7629,0.7629,7,0,-2.0,0,,
55,0.8,1,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.759,0.759,0.759,0.759,4,0,-2.0,1,,
56,0.8,1,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7553,0.7553,0.7553,0.7553,3,0,-2.0,1,,
57,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7515,0.7515,0.7515,0.7515,0,2,0.0,1,,
58,0.8,0,1,0,0,0.0,1.0,0.0,0.0,0.0667,0.8,0.0667,0.0667,0.7477,0.7477,0.7477,0.7477,1,3,1.0,1,,
59,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.744,0.744,0.744,0,5,0.0,1,,
60,0.8,1,2,0,2,1.0,2.0,0.0,2.0,1.0667,1.8,0.3333,1.8,0.7403,0.7403,0.7403,0.7403,5,2,5.0,0,,
61,0.8,0,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7366,0.7366,0.7366,0.7366,5,0,-2.0,0,,
62,0.8,0,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7329,0.7329,0.7329,0.7329,4,0,-2.0,1,,
63,0.8,0,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7292,0.7292,0.7292,0.7292,4,0,-2.0,1,,
64,0.8,0,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7256,0.7256,0.7256,0.7256,2,0,-2.0,1,,
65,0.8,0,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7219,0.7219,0.7219,0.7219,3,0,-2.0,1,,
66,0.8,2,1,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7183,0.7183,0.7183,0.7183,5,0,-2.0,0,,
67,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7147,0.7147,0.7147,0.7147,0,2,0.0,1,,
68,0.8,2,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7112,0.7112,0.7112,0.7112,4,0,-2.0,1,,
69,0.8,0,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7076,0.7076,0.7076,0.7076,3,0,-2.0,1,,
70,0.8,2,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7041,0.7041,0.7041,0.7041,5,0,-2.0,0,,
71,0.8,2,0,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.7005,0.7005,0.7005,0.7005,6,0,-2.0,0,,
72,0.8,0,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.697,0.697,0.697,0.697,2,0,-2.0,1,,
73,0.8,0,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6936,0.6936,0.6936,0.6936,2,0,-2.0,1,,
74,0.8,1,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6901,0.6901,0.6901,0.6901,2,0,-2.0,1,,
75,0.8,1,0,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6866,0.6866,0.6866,0.6866,5,0,-2.0,0,,
76,0.8,2,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6832,0.6832,0.6832,0.6832,5,0,-2.0,0,,
77,0.8,0,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6798,0.6798,0.6798,0.6798,1,1,-2.0,1,,
78,0.8,2,0,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6764,0.6764,0.6764,0.6764,6,0,-2.0,0,,
79,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673,0.673,0.673,0.673,0,2,0.0,1,,
80,0.8,0,2,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6696,0.6696,0.6696,0.6696,4,0,-2.0,1,,
81,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663,0.6663,0.6663,0.6663,0,2,0.0,1,,
82,0.8,2,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.663,0.663,0.663,0.663,5,0,-2.0,0,,
83,0.8,0,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6597,0.6597,0.6597,0.6597,3,0,-2.0,1,,
84,0.8,0,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6564,0.6564,0.6564,0.6564,2,0,-2.0,1,,
85,0.8,2,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6531,0.6531,0.6531,0.6531,3,0,-2.0,1,,
86,0.8,0,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6498,0.6498,0.6498,0.6498,1,1,-2.0,1,,
87,0.8,1,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6466,0.6466,0.6466,0.6466,4,0,-2.0,1,,
88,0.8,1,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6433,0.6433,0.6433,0.6433,1,1,-2.0,1,,
89,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6401,0.6401,0.6401,0.6401,0,3,0.0,1,,
90,0.8,0,2,0,0,0.0,2.0,0.0,0.0,0.1333,1.6,0.1333,0.1333,0.6369,0.6369,0.6369,0.6369,2,3,2.0,1,,
91,0.8,0,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6337,0.6337,0.6337,0.6337,5,0,-2.0,0,,
92,0.8,2,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6306,0.6306,0.6306,0.6306,3,0,-2.0,1,,
93,0.8,0,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6274,0.6274,0.6274,0.6274,1,1,-2.0,1,,
94,0.8,1,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6243,0.6243,0.6243,0.6243,3,0,-2.0,1,,
95,0.8,0,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6211,0.6211,0.6211,0.6211,3,0,-2.0,1,,
96,0.8,0,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.618,0.618,0.618,0.618,2,0,-2.0,1,,
97,0.8,0,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6149,0.6149,0.6149,0.6149,3,0,-2.0,1,,
98,0.8,1,1,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6119,0.6119,0.6119,0.6119,5,0,-2.0,0,,
99,0.8,0,1,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6088,0.6088,0.6088,0.6088,2,0,-2.0,1,,
100,0.8,2,0,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.6058,0.6058,0.6058,0.6058,4,0,-2.0,1,0.66,-1.48
101,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027,0.6027,0.6027,0.6027,0,2,0.0,1,0.67,-1.53
102,0.8,0,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5997,0.5997,0.5997,0.5997,5,0,-2.0,0,0.66,-1.57
103,0.8,0,0,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5967,0.5967,0.5967,0.5967,4,0,-2.0,1,0.66,-1.63
104,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5937,0.5937,0.5937,0.5937,0,2,0.0,1,0.66,-1.66
105,0.8,1,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5908,0.5908,0.5908,0.5908,5,0,-2.0,0,0.65,-1.7
106,0.8,0,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5878,0.5878,0.5878,0.5878,2,0,-2.0,1,0.66,-1.7
107,0.8,2,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5849,0.5849,0.5849,0.5849,2,0,-2.0,1,0.67,-1.7
108,0.8,0,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.582,0.582,0.582,0.582,1,1,-2.0,1,0.68,-1.7
109,0.8,2,2,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.579,0.579,0.579,0.579,6,0,-2.0,0,0.68,-1.7
110,0.8,0,2,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5762,0.5762,0.5762,0.5762,4,0,-2.0,1,0.69,-1.7
111,0.8,1,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5733,0.5733,0.5733,0.5733,3,0,-2.0,1,0.69,-1.7
112,0.8,2,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5704,0.5704,0.5704,0.5704,2,0,-2.0,1,0.69,-1.7
113,0.8,0,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5676,0.5676,0.5676,0.5676,2,0,-2.0,1,0.69,-1.7
114,0.8,2,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5647,0.5647,0.5647,0.5647,4,0,-2.0,1,0.69,-1.7
115,0.8,0,2,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5619,0.5619,0.5619,0.5619,3,0,-2.0,1,0.7,-1.7
116,0.8,0,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5591,0.5591,0.5591,0.5591,1,1,-2.0,1,0.7,-1.7
117,0.8,0,0,0,1,0.0,0.0,0.0,1.0,0.0667,0.0667,0.0667,0.8,0.5563,0.5563,0.5563,0.5563,1,2,1.0,1,0.7,-1.67
118,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5535,0.5535,0.5535,0.5535,0,4,0.0,1,0.7,-1.65
119,0.8,1,2,0,0,1.0,2.0,0.0,0.0,0.9333,1.6667,0.2,0.2,0.5507,0.5507,0.5507,0.5507,3,3,3.0,1,0.7,-1.6
120,0.8,0,0,0,1,0.0,0.0,0.0,1.0,0.0667,0.0667,0.0667,0.8,0.548,0.548,0.548,0.548,1,4,1.0,1,0.71,-1.57
121,0.8,1,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5452,0.5452,0.5452,0.5452,5,1,-2.0,0,0.7,-1.57
122,0.8,0,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5425,0.5425,0.5425,0.5425,2,1,-2.0,1,0.71,-1.57
123,0.8,0,2,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5398,0.5398,0.5398,0.5398,5,0,-2.0,0,0.71,-1.57
124,0.8,1,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5371,0.5371,0.5371,0.5371,2,0,-2.0,1,0.72,-1.57
125,0.8,0,1,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5344,0.5344,0.5344,0.5344,3,0,-2.0,1,0.73,-1.57
126,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318,0.5318,0.5318,0.5318,0,2,0.0,1,0.73,-1.55
127,0.8,1,1,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5291,0.5291,0.5291,0.5291,4,0,-2.0,1,0.73,-1.55
128,0.8,1,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5264,0.5264,0.5264,0.5264,2,0,-2.0,1,0.74,-1.55
129,0.8,2,0,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5238,0.5238,0.5238,0.5238,4,0,-2.0,1,0.74,-1.55
130,0.8,2,1,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5212,0.5212,0.5212,0.5212,6,0,-2.0,0,0.74,-1.55
131,0.8,0,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5186,0.5186,0.5186,0.5186,1,1,-2.0,1,0.74,-1.55
132,0.8,1,0,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.516,0.516,0.516,0.516,3,0,-2.0,1,0.74,-1.55
133,0.8,0,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5134,0.5134,0.5134,0.5134,1,1,-2.0,1,0.74,-1.55
134,0.8,0,1,0,0,0.0,1.0,0.0,0.0,0.0667,0.8,0.0667,0.0667,0.5108,0.5108,0.5108,0.5108,1,2,1.0,1,0.75,-1.52
135,0.8,0,1,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5083,0.5083,0.5083,0.5083,4,0,-2.0,1,0.76,-1.52
136,0.8,1,0,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5058,0.5058,0.5058,0.5058,2,0,-2.0,1,0.77,-1.52
137,0.8,0,1,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5032,0.5032,0.5032,0.5032,3,0,-2.0,1,0.78,-1.52
138,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5007,0.5007,0.5007,0.5007,0,2,0.0,1,0.79,-1.5
139,0.8,2,1,0,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4982,0.4982,0.4982,0.4982,5,0,-2.0,0,0.78,-1.5
140,0.8,2,1,2,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4957,0.4957,0.4957,0.4957,5,0,-2.0,0,0.77,-1.5
141,0.8,2,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4932,0.4932,0.4932,0.4932,2,0,-2.0,1,0.77,-1.5
142,0.8,0,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4908,0.4908,0.4908,0.4908,4,0,-2.0,1,0.77,-1.5
143,0.8,0,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4883,0.4883,0.4883,0.4883,4,0,-2.0,1,0.78,-1.5
144,0.8,0,0,1,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4859,0.4859,0.4859,0.4859,1,1,-2.0,1,0.78,-1.5
145,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4834,0.4834,0.4834,0.4834,0,3,0.0,1,0.79,-1.48
146,0.8,1,2,0,0,1.0,2.0,0.0,0.0,0.9333,1.6667,0.2,0.2,0.481,0.481,0.481,0.481,3,2,3.0,1,0.79,-1.43
147,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.4786,0.4786,0.4786,0.4786,1,3,1.0,1,0.8,-1.4
148,0.8,1,2,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4762,0.4762,0.4762,0.4762,5,0,-2.0,0,0.79,-1.4
149,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4738,0.4738,0.4738,0.4738,0,2,0.0,1,0.79,-1.38
150,0.8,1,0,0,0,1.0,0.0,0.0,0.0,0.8,0.0667,0.0667,0.0667,0.4715,0.4715,0.4715,0.4715,1,3,1.0,1,0.79,-1.35
151,0.8,0,2,2,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4691,0.4691,0.4691,0.4691,5,0,-2.0,0,0.78,-1.35
152,0.8,0,1,2,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4668,0.4668,0.4668,0.4668,5,0,-2.0,0,0.77,-1.35
153,0.8,1,2,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4644,0.4644,0.4644,0.4644,3,0,-2.0,1,0.77,-1.35
154,0.8,2,1,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4621,0.4621,0.4621,0.4621,3,0,-2.0,1,0.78,-1.35
155,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598,0.4598,0.4598,0.4598,0,2,0.0,1,0.78,-1.33
156,0.8,1,2,0,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.4575,0.4575,0.4575,0.4575,4,0,-2.0,1,0.78,-1.33
